Date,Open,High,Low,Close,Adj Close,Volume
2019-04-03,97.120003,97.400002,96.790001,97.190002,95.773308,5687500
2019-04-04,97.250000,98.279999,97.239998,98.110001,96.679886,4026300
2019-04-05,98.250000,99.199997,98.160004,98.830002,97.389397,4656000
2019-04-08,98.449997,99.250000,98.260002,99.230003,97.783569,5422400
2019-04-09,98.800003,99.230003,98.150002,98.690002,97.251434,4367500
2019-04-10,98.510002,99.720001,98.500000,99.599998,98.148170,4091100
2019-04-11,99.699997,100.830002,99.470001,100.800003,99.330688,5606900
2019-04-12,101.000000,102.019997,101.000000,101.559998,100.079590,5162000
2019-04-15,101.300003,102.910004,101.260002,102.430000,100.936920,5111900
2019-04-16,102.889999,103.389999,102.540001,102.930000,101.429626,4828400
2019-04-17,103.000000,103.400002,102.410004,103.160004,101.656281,3729200
2019-04-18,103.110001,103.800003,102.889999,103.180000,101.675987,3727800
2019-04-22,102.779999,103.540001,102.169998,102.370003,100.877792,5079400
2019-04-23,102.529999,103.290001,101.940002,103.070000,101.567581,5050800
2019-04-24,103.139999,103.849998,103.089996,103.529999,102.020882,4697800
2019-04-25,103.239998,104.150002,102.830002,103.519997,102.011024,3961100
2019-04-26,100.449997,102.339996,99.660004,101.529999,100.050041,8107700
2019-04-29,101.879997,102.000000,100.779999,101.559998,100.079590,6379700
2019-04-30,101.769997,102.919998,101.449997,102.839996,101.340942,6133600
2019-05-01,102.769997,102.809998,101.279999,101.360001,99.882515,5337200
2019-05-02,101.430000,102.059998,100.239998,101.150002,99.675575,5007000
2019-05-03,102.320000,102.750000,101.800003,102.080002,100.592026,5316900
2019-05-06,100.750000,102.550003,100.540001,102.459999,100.966476,4613700
2019-05-07,101.800003,102.169998,100.760002,101.300003,99.823395,4575600
2019-05-08,100.250000,101.040001,99.860001,100.300003,98.837975,5882000
2019-05-09,99.269997,99.940002,98.849998,99.540001,98.610115,6240100
2019-05-10,99.760002,102.110001,99.699997,101.910004,100.957977,8742700
2019-05-13,100.449997,101.150002,99.010002,99.889999,98.956841,7361500
2019-05-14,100.139999,100.870003,99.889999,100.290001,99.353104,6353700
2019-05-15,100.199997,100.360001,99.129997,99.879997,98.946930,6740300
2019-05-16,102.830002,103.959999,100.839996,101.309998,100.363571,17122000
2019-05-17,100.239998,101.949997,99.910004,100.860001,99.917786,12371300
2019-05-20,100.389999,101.980003,100.250000,101.519997,100.571609,7194100
2019-05-21,101.510002,101.650002,100.400002,101.120003,100.175362,6889100
2019-05-22,101.599998,102.430000,101.059998,102.230003,101.274986,7340900
2019-05-23,101.820000,101.930000,100.650002,101.860001,100.908440,6454600
2019-05-24,102.180000,102.889999,102.080002,102.669998,101.710869,4483200
2019-05-28,102.559998,103.570000,102.400002,102.419998,101.463211,10271700
2019-05-29,102.110001,102.879997,101.470001,102.120003,101.166016,6520200
2019-05-30,102.489998,103.489998,101.910004,102.190002,101.235359,5019600
2019-05-31,101.349998,102.019997,100.599998,101.440002,100.492363,5927500
2019-06-03,101.629997,102.680000,101.400002,101.959999,101.007507,6614700
2019-06-04,102.610001,102.650002,101.440002,102.559998,101.601898,5964900
2019-06-05,102.750000,104.779999,102.599998,104.419998,103.444519,6902900
2019-06-06,104.489998,105.660004,104.199997,105.110001,104.128075,8063700
2019-06-07,105.230003,106.360001,105.050003,106.059998,105.069199,6809400
2019-06-10,106.480003,107.779999,106.370003,107.519997,106.515564,6325700
2019-06-11,108.000000,108.970001,107.750000,107.940002,106.931648,6747300
2019-06-12,107.919998,108.910004,107.919998,108.820000,107.803421,4634500
2019-06-13,109.000000,109.580002,108.169998,108.650002,107.635010,5485000
2019-06-14,108.779999,109.589996,108.459999,109.070000,108.051086,4525900
2019-06-17,109.120003,109.550003,108.260002,109.160004,108.140251,4147000
2019-06-18,109.800003,109.959999,108.910004,109.650002,108.625671,4911200
2019-06-19,109.800003,109.839996,108.870003,109.620003,108.595955,3924600
2019-06-20,109.820000,110.489998,109.279999,110.320000,109.289406,5001500
2019-06-21,110.339996,112.190002,110.260002,111.129997,110.091843,13178600
2019-06-24,111.489998,112.220001,111.029999,111.239998,110.200806,6032800
2019-06-25,110.879997,111.430000,110.400002,110.720001,109.685677,6105000
2019-06-26,110.849998,111.080002,110.099998,110.160004,109.130913,4161700
2019-06-27,110.059998,110.510002,108.860001,110.099998,109.071465,5481300
2019-06-28,110.550003,111.510002,110.239998,110.489998,109.457817,6506700
2019-07-01,111.300003,111.970001,110.019997,110.620003,109.586609,5514700
2019-07-02,110.830002,111.610001,110.339996,111.599998,110.557449,4062900
2019-07-03,111.180000,112.400002,111.000000,112.320000,111.270721,3207300
2019-07-05,112.000000,112.239998,111.209999,111.980003,110.933899,3579400
2019-07-08,111.919998,112.930000,111.699997,112.720001,111.666985,4715700
2019-07-09,112.889999,113.379997,112.599998,112.879997,111.825493,5423400
2019-07-10,113.120003,113.610001,112.389999,112.980003,111.924561,4579000
2019-07-11,113.339996,113.940002,113.019997,113.919998,112.855774,3896600
2019-07-12,114.089996,114.769997,113.620003,114.599998,113.529427,3743300
2019-07-15,114.669998,115.080002,114.449997,114.980003,113.905876,3346000
2019-07-16,115.330002,115.489998,114.040001,114.760002,113.687935,3488200
2019-07-17,114.809998,115.169998,114.199997,114.599998,113.529427,2688500
2019-07-18,114.349998,114.779999,113.739998,114.720001,113.648308,3224800
2019-07-19,115.000000,115.309998,113.860001,113.900002,112.835968,3796300
2019-07-22,114.099998,114.339996,112.320000,112.820000,111.766052,4516900
2019-07-23,113.120003,113.199997,111.570000,112.089996,111.042870,5754200
2019-07-24,112.029999,112.790001,111.570000,112.000000,110.953720,4177300
2019-07-25,112.180000,112.389999,111.660004,112.220001,111.171661,3851500
2019-07-26,112.120003,113.339996,111.820000,113.019997,111.964188,4729000
2019-07-29,112.839996,112.980003,111.760002,112.269997,111.221191,3746600
2019-07-30,112.059998,112.400002,111.669998,112.059998,111.013153,3035200
2019-07-31,111.910004,112.339996,109.629997,110.379997,109.348846,6211300
2019-08-01,110.320000,112.169998,109.320000,109.379997,108.358185,7455000
2019-08-02,109.739998,110.139999,108.150002,109.400002,108.377998,5656700
2019-08-05,108.000000,108.000000,105.589996,105.820000,104.831451,7570000
2019-08-06,106.190002,107.839996,105.589996,107.269997,106.267899,7016400
2019-08-07,107.019997,108.639999,105.919998,108.199997,107.189209,7278500
2019-08-08,108.010002,108.839996,107.769997,108.519997,108.035408,4374400
2019-08-09,108.059998,108.459999,106.709999,107.279999,106.800949,4193500
2019-08-12,106.720001,106.839996,104.839996,105.220001,104.750153,5305000
2019-08-13,105.250000,108.110001,104.849998,107.410004,106.930374,6675300
2019-08-14,105.480003,108.059998,105.139999,106.199997,105.725769,9312800
2019-08-15,112.529999,113.639999,110.160004,112.690002,112.186798,19812900
2019-08-16,114.080002,114.930000,112.059998,112.989998,112.485451,10965200
2019-08-19,114.349998,114.779999,113.599998,113.809998,113.301788,7178100
2019-08-20,113.860001,114.040001,112.010002,112.050003,111.549652,6112300
2019-08-21,113.980003,114.070000,111.879997,112.019997,111.519783,8156400
2019-08-22,112.199997,112.790001,111.349998,111.910004,111.410278,5995400
2019-08-23,111.620003,111.910004,110.129997,110.830002,110.335098,6236700
2019-08-26,111.559998,112.269997,111.220001,111.989998,111.489914,5935700
2019-08-27,112.419998,112.809998,111.510002,112.419998,111.917999,5733700
2019-08-28,112.279999,113.080002,111.680000,112.720001,112.216660,5371000
2019-08-29,114.199997,114.589996,113.309998,114.080002,113.570587,5270500
2019-08-30,115.000000,115.379997,113.900002,114.260002,113.749786,5705300
2019-09-03,113.680000,115.309998,113.489998,114.639999,114.128082,5942700
2019-09-04,115.690002,115.959999,114.820000,115.910004,115.392418,5782900
2019-09-05,117.669998,117.959999,115.269997,115.440002,114.924515,5826400
2019-09-06,115.440002,115.750000,114.620003,114.730003,114.217690,4346400
2019-09-09,114.500000,116.610001,114.400002,116.330002,115.810539,5973700
2019-09-10,115.989998,116.959999,115.480003,116.050003,115.531792,4857400
2019-09-11,116.000000,116.699997,115.220001,116.019997,115.501923,5284100
2019-09-12,116.650002,117.070000,115.900002,116.919998,116.397903,4474300
2019-09-13,117.160004,118.190002,116.949997,117.430000,116.905632,5638600
2019-09-16,116.540001,117.169998,115.379997,115.570000,115.053932,6090300
2019-09-17,115.320000,116.690002,115.250000,116.510002,115.989738,4604500
2019-09-18,116.910004,117.230003,116.180000,117.160004,116.636841,3956000
2019-09-19,117.400002,117.809998,116.769997,117.110001,116.587059,3380600
2019-09-20,117.349998,117.639999,116.800003,116.980003,116.457642,11332400
2019-09-23,116.610001,118.410004,116.559998,117.620003,117.094780,5162500
2019-09-24,118.250000,119.860001,118.010002,118.400002,117.871300,7273100
2019-09-25,118.470001,118.720001,117.809998,118.470001,117.940987,4613600
2019-09-26,118.800003,119.550003,118.190002,118.300003,117.771744,3986900
2019-09-27,119.209999,119.230003,117.750000,118.449997,117.921074,3434700
2019-09-30,118.669998,119.440002,118.559998,118.680000,118.150047,3401400
2019-10-01,118.849998,119.110001,117.720001,117.849998,117.323753,3729300
2019-10-02,117.400002,117.550003,115.610001,116.120003,115.601479,5944500
2019-10-03,115.879997,116.800003,114.580002,116.309998,115.790627,5206500
2019-10-04,116.400002,118.300003,116.190002,118.160004,117.632370,4627000
2019-10-07,118.099998,118.300003,116.879997,117.230003,116.706528,4695000
2019-10-08,116.809998,118.669998,116.660004,117.580002,117.054962,5125100
2019-10-09,118.180000,119.300003,118.019997,118.930000,118.398933,3903400
2019-10-10,118.900002,119.879997,118.599998,119.610001,119.075897,4341500
2019-10-11,119.919998,120.709999,118.720001,120.239998,119.703079,6127900
2019-10-14,119.849998,120.459999,119.099998,119.169998,118.637856,4573300
2019-10-15,119.330002,119.989998,118.870003,119.529999,118.996246,4516700
2019-10-16,119.309998,120.110001,119.099998,119.419998,118.886742,3781600
2019-10-17,119.669998,120.250000,119.360001,119.839996,119.304863,3910900
2019-10-18,120.449997,120.599998,119.129997,119.139999,118.607994,5592300
2019-10-21,119.300003,119.830002,118.820000,119.739998,119.205307,3410100
2019-10-22,119.750000,120.169998,119.389999,119.580002,119.046028,2544700
2019-10-23,119.169998,119.849998,118.690002,119.349998,118.817055,2840000
2019-10-24,119.150002,119.570000,118.510002,119.099998,118.568169,2900300
2019-10-25,119.000000,119.330002,118.199997,119.040001,118.508438,2564100
2019-10-28,119.250000,119.699997,118.529999,119.220001,118.687637,3404300
2019-10-29,118.500000,118.730003,117.080002,117.150002,116.626877,4791100
2019-10-30,117.180000,118.370003,117.050003,118.099998,117.572632,2996000
2019-10-31,117.930000,118.279999,116.830002,117.260002,116.736389,4881300
2019-11-01,117.919998,117.970001,117.230003,117.620003,117.094780,3762600
2019-11-04,118.400002,119.110001,117.169998,117.570000,117.045006,4646000
2019-11-05,117.680000,119.139999,117.080002,118.860001,118.329247,4217100
2019-11-06,118.830002,119.620003,118.709999,119.500000,118.966385,3614400
2019-11-07,120.000000,120.919998,119.540001,120.230003,119.693130,4441400
2019-11-08,120.309998,120.879997,118.940002,119.440002,118.906654,3832700
2019-11-11,118.699997,119.629997,118.279999,119.040001,118.508438,4439000
2019-11-12,119.599998,120.000000,118.809998,119.120003,118.588081,5063100
2019-11-13,119.160004,121.360001,118.660004,120.980003,120.439781,7711800
2019-11-14,124.599998,125.379997,119.510002,120.650002,120.111252,22504200
2019-11-15,120.680000,121.000000,118.379997,118.870003,118.339203,10137700
2019-11-18,118.449997,120.870003,118.239998,120.250000,119.713036,6548000
2019-11-19,120.110001,120.360001,119.709999,119.889999,119.354645,3715400
2019-11-20,120.209999,120.480003,118.400002,119.129997,118.598038,5075900
2019-11-21,118.830002,120.000000,118.669998,119.860001,119.324776,4302400
2019-11-22,120.150002,120.300003,119.269997,119.360001,118.827011,3843100
2019-11-25,120.000000,120.019997,117.900002,118.919998,118.388969,5881500
2019-11-26,118.959999,119.300003,118.449997,119.190002,118.657768,6292500
2019-11-27,119.389999,119.800003,118.730003,118.760002,118.229691,3434100
2019-11-29,119.139999,119.970001,119.000000,119.089996,118.558212,3157300
2019-12-02,119.150002,119.379997,117.839996,119.279999,118.747368,5670900
2019-12-03,118.400002,118.959999,117.769997,118.669998,118.140091,6594800
2019-12-04,119.120003,119.199997,118.300003,118.690002,118.160004,5556600
2019-12-05,118.360001,118.779999,117.419998,118.660004,118.660004,4352800
2019-12-06,119.080002,119.800003,118.919998,119.779999,119.779999,4340800
2019-12-09,119.570000,119.860001,119.180000,119.360001,119.360001,4816000
2019-12-10,119.349998,119.559998,119.019997,119.139999,119.139999,4282300
2019-12-11,119.400002,119.650002,118.529999,119.000000,119.000000,3506400
2019-12-12,119.000000,120.110001,118.680000,119.760002,119.760002,4149000
2019-12-13,119.160004,120.650002,119.019997,120.290001,120.290001,5366300
2019-12-16,120.419998,121.349998,120.419998,120.540001,120.540001,5350700
2019-12-17,120.949997,121.699997,120.699997,121.279999,121.279999,4575800
2019-12-18,121.510002,121.680000,119.839996,119.860001,119.860001,5103000
2019-12-19,119.940002,120.510002,119.779999,120.080002,120.080002,4464100
2019-12-20,121.480003,122.120003,120.019997,120.290001,120.290001,7954400
2019-12-23,120.199997,120.690002,119.010002,119.029999,119.029999,4485800
2019-12-24,119.129997,119.599998,119.010002,119.510002,119.510002,2227400
